color,memory,model,name,price,seller,sku,url
金色,全网通 标配版,AppleiPhone6,Apple 苹果6 iPhone6 32GB 移动联通电信4G手机 金色 全网通 标配版,2299.0,北百手机旗舰店,15613347740,http://item.jd.com/15613347740.html
玫瑰金色,港版128G,,全球购Apple 苹果 iPhone7 移动联通4G智能手机 玫瑰金色 港版128G,4688.0,好东西网国际专营店,18965343988,https://item.jd.hk/18965343988.html
黑色,全网通64G版,Apple 苹果 iPhone XR 手机 黑色 全网通64G版,Apple 苹果 iPhone XR 手机 黑色 全网通64G版,8499.0,聚捷联盛手机旗舰店,32900933423,http://item.jd.com/32900933423.html
金色,,Apple 苹果 iPhone 6 手机 金色 全网通 32GB,Apple 苹果 iPhone 6 手机 金色 全网通 32GB,2058.0,杰凌手机旗舰店,15197425273,http://item.jd.com/15197425273.html
银色,256G,,全球购Apple 现货iPhone X(iPhone10)4G通 X全面屏手机 银色 256G,8699.0,佳运汇通汽车用品海外专营店,27135122455,https://item.jd.hk/27135122455.html
金色,256GB 港版 全网通4G,,全球购Apple 苹果新品 iPhone XS 港版/美版 移动联通电信4G 苹果智能手机 金色 256GB 港版 全网通4G,9899.0,华维斯生活馆全球购专营店,32971653860,https://item.jd.hk/32971653860.html
,,Apple 苹果  iPhone 5s 手机 金色 移动/联通双4G(16GROM)标配,Apple 苹果  iPhone 5s 手机 金色 移动/联通双4G(16GROM)标配,1154.0,新松联手机旗舰店,10561778207,http://item.jd.com/10561778207.html
iPhone X 深空灰,256GB澳版三网,,全球购苹果（Apple） iPhone X/iPhone 8/8 Plus苹果4G智能手机 iPhone X 深空灰 256GB澳版三网,8158.0,美丽生活全球购专营店,1996726055,https://item.jd.hk/1996726055.html
金色,,Apple 苹果 iPhone 6 (A1586) 移动联通电信4G手机 金色 全网通(32G ROM),Apple 苹果 iPhone 6 (A1586) 移动联通电信4G手机 金色 全网通(32G ROM),2099.0,爱优创杰手机专营店,11958049803,http://item.jd.com/11958049803.html
银色,32G 移动联通双4G 港版,,全球购Apple 苹果 iPhone7 Plus 港版/美版 全新正品未激活 移动联通电信4G 银色 32G 移动联通双4G 港版,4780.0,CSL海外专营店,21310085429,https://item.jd.hk/21310085429.html
金色,公开版32G 标配,AppleiPhone6s Plus,Apple 苹果 iPhone 6s plus手机 金色 公开版32G 标配,3049.0,君问手机旗舰店,11006589079,http://item.jd.com/11006589079.html
红色,港版128G,,全球购Apple 苹果 iPhone7 Plus 移动联通全网通4G智能手机 红色 港版128G,5598.0,东方尚品海外专营店,21562996995,https://item.jd.hk/21562996995.html
银色,（4.7英寸）7/ 32G,,全球购Apple 全新 正品 苹果  iPhone7/7Plus/6SPlus 手机 银色 （4.7英寸）7/ 32G,4299.0,佳运汇通生活家电专营店,1985107714,https://item.jd.hk/1985107714.html
金色,,苹果（Apple）iPhone6 ,苹果（Apple） Apple 苹果iPhone6 手机 金色 全网通32GB,2088.0,头号卖家旗舰店,10530141576,http://item.jd.com/10530141576.html
深空灰色,全网通(64GB),Apple 苹果8  iPhone 8 移动联通电信4G手机 深空灰色 全网通(64GB),Apple 苹果8  iPhone 8 移动联通电信4G手机 深空灰色 全网通(64GB),5321.0,鹏路网络手机旗舰店,18241544609,http://item.jd.com/18241544609.html
土豪金,64GB 韩版激活 移动联通4G,,全球购Apple 苹果 iPhone6s Plus 全新正品 港版 /韩版/ 美版 移动联通电信4G 手机 土豪金 64GB 韩版激活 移动联通4G,3099.0,国英生活馆海外专营店,23780841738,https://item.jd.hk/23780841738.html
金色,16GB,,全球购Apple 苹果 iPhone 6 港版 全新未激活  移动联通4G  苹果智能手机 金色 16GB,1580.0,CSL海外专营店,1994931456,https://item.jd.hk/1994931456.html
6 深空灰 4.7英寸,32GB 全网通,,全球购Apple 全球购  全球购 苹果 iPhone6 4G智能 手机 6 深空灰 4.7英寸 32GB 全网通,2298.0,GIT数码海外旗舰店,1958919179,https://item.jd.hk/1958919179.html
磨砂黑,苹果7/32G(4.7),,全球购Apple 全新 苹果X iPhone7/iphone6/ 6S / 6SPlus 苹果手机 磨砂黑 苹果7/32G(4.7),4299.0,佳运汇通生活家电专营店,1993382337,https://item.jd.hk/1993382337.html
银色,【全网通】 256GB,Apple 苹果 iPhone X（A1865）手机 银色 【全网通】 256GB,Apple 苹果 iPhone X（A1865）手机 银色 【全网通】 256GB,8475.0,易讯通通信专营店,26192181718,http://item.jd.com/26192181718.html
金色,16GB,,全球购Apple 苹果 iPhone 6 港版 全新未激活 移动联通4G手机 金色 16GB,1699.0,国英生活馆海外专营店,27223227866,https://item.jd.hk/27223227866.html
金色,,AppleiPhone6,Apple 苹果6  iPhone 6（A1586）移动联通电信4G手机 金色 32G,2088.0,世纪金联手机专营店,12021662179,http://item.jd.com/12021662179.html
（5.5寸）6SPLUS玫瑰金128G,,,全球购Apple 全新 正品 苹果 iPhone 6/苹果 6SPLUS/苹果SE/苹果7全网通苹果手机 （5.5寸）6SPLUS玫瑰金128G,4059.0,佳运汇通汽车用品海外专营店,22205373078,https://item.jd.hk/22205373078.html
黑色,iPhone8 64G日版激活,,全球购苹果（Apple） 【美版日版全新激活】 iphone8plus手机 苹果8手机 黑色 iPhone8 64G日版激活,4238.0,美丽生活馆海外专营店,26606473149,https://item.jd.hk/26606473149.html
iPhone X 深灰色,256GB日版,,全球购Apple 苹果  iPhone X 日版全网通 全面屏4G智能手机 iPhone X 深灰色 256GB日版,8558.0,大玩家海外专营店,19414506345,https://item.jd.hk/19414506345.html
金色 海外版 两网通,64G,,全球购APPLE 全球购  iphone 8 plus 苹果手机 4K智能手机 防水防尘 金色 海外版 两网通 64G,5288.0,垚虎全球购专营店,1998836750,https://item.jd.hk/1998836750.html
亮黑色,256G 移动联通双4G 港版,,全球购Apple 苹果 全新未激活 苹果 iPhone7 Plus （港版美版）移动联通4G 亮黑色 256G 移动联通双4G 港版,5999.0,国英生活馆海外专营店,21310075440,https://item.jd.hk/21310075440.html
金色,,苹果（Apple）iPhone6,苹果（Apple） 苹果6 iPhone6全网通4G手机 A1586 金色 全网通版32G,2118.0,飞鸿手机专营店,11905650498,http://item.jd.com/11905650498.html
,,AppleiPhone XS,【换修无忧版】Apple iPhone XS (A2100) 64GB 金色 移动联通电信4G手机,8765.0,京东Apple产品专营店,100000458783,http://item.jd.com/100000458783.html
金色,港版 64GB  移动联通4G网络,,全球购Apple 苹果iPhone8 Plus  正品未拆封未激活5.5寸屏 港版/美版 移动联通电信4G 金色 港版 64GB  移动联通4G网络,5688.0,千汇海外专营店,31598229086,https://item.jd.hk/31598229086.html
白色,iPhone8Plus 256G日版激活,,全球购苹果（Apple） 【美版日版全新激活】 iphone8plus手机 苹果8手机 白色 iPhone8Plus 256G日版激活,5799.0,华维斯生活馆全球购专营店,26611720862,https://item.jd.hk/26611720862.html
灰色,256G 美版全网通4G,,全球购Apple iPhoneX 全面屏手机 8X新款 海外版/港版 面部识别 5.8英寸大屏 无线充电 灰色 256G 美版全网通4G,8288.0,名品荟海外专营店,26978108934,https://item.jd.hk/26978108934.html
深空灰,全网通版 256G,AppleiPhone SE,Apple 苹果 iPhone8 手机  全网通版 深空灰 全网通版 256G,6588.0,领阔手机专营店,31909748600,http://item.jd.com/31909748600.html
金色,64GB,苹果（Apple） iPhone XS  移动联通电信4G手机 金色 64GB,苹果（Apple） iPhone XS  移动联通电信4G手机 金色 64GB,8399.0,长宏时代手机专营店,33370660782,http://item.jd.com/33370660782.html
深空灰色,全网通 64GB,苹果（Apple）iphone XS,苹果（Apple） iPhone XS 手机 深空灰色 全网通 64GB,8999.0,茄子手机旗舰店,32449472712,http://item.jd.com/32449472712.html
,,AppleiPhone XS Max,【换修无忧版】Apple iPhone XS Max (A2104) 256GB 深空灰色 移动联通电信4G手机 双卡双待,11065.0,京东Apple产品专营店,100000435816,http://item.jd.com/100000435816.html
,,AppleiPhone XS Max,【换修无忧版】Apple iPhone XS Max (A2104) 64GB 金色 移动联通电信4G手机 双卡双待,9665.0,京东Apple产品专营店,100000458755,http://item.jd.com/100000458755.html
移动 联通4G 黑色 港行,64GB,,全球购Apple 苹果 iPhone XR 新款智能手机 预售 移动 联通4G 黑色 港行 64GB,25888.0,T&T全球购专营店,33019467561,https://item.jd.hk/33019467561.html
金色,,苹果（Apple） Apple 苹果6  iPhone6手机 金色 标配32GB,苹果（Apple） Apple 苹果6  iPhone6手机 金色 标配32GB,2999.0,和驰手机专营店,31809009521,http://item.jd.com/31809009521.html
iPhone6金色32G,,,全球购Apple 全新 正品 苹果  iPhone 6/iPhone6S PLUS  全网通 海外版 手机 iPhone6金色32G,2199.0,佳运汇通汽车用品海外专营店,22205452530,https://item.jd.hk/22205452530.html
金色,64GB,Apple 苹果 iPhone XS 全面屏手机 金色 64GB,Apple 苹果 iPhone XS 全面屏手机 金色 64GB,8485.0,君问手机旗舰店,32848334054,http://item.jd.com/32848334054.html
金色,全网通 64GB,Apple 苹果 iPhone 8 手机 金色 全网通 64GB,Apple 苹果 iPhone 8 手机 金色 全网通 64GB,5058.0,易讯通通信专营店,26192214503,http://item.jd.com/26192214503.html
,,Apple iPhone 5S 手机 移动联通手机 金色 16G,Apple iPhone 5S 手机 移动联通手机 金色 16G,1188.0,融一手机专营店,33211683798,http://item.jd.com/33211683798.html
（5.5寸）6SPLUS黑色32G,,,全球购Apple 全新 正品 苹果 iPhone7 Plus/苹果 6SPlus 全网通 苹果7p 手机 （5.5寸）6SPLUS黑色32G,3429.0,佳运汇通汽车用品海外专营店,22205408567,https://item.jd.hk/22205408567.html
金色,全网通64G,Apple 苹果 iphone XS Max 4G智能手机 金色 全网通64G,Apple 苹果 iphone XS Max 4G智能手机 金色 全网通64G,9488.0,千瑞达手机旗舰店,32952184373,http://item.jd.com/32952184373.html
金色,全网通（64GB）,Apple 苹果8 iPhone8 全网通版 4G智能手机 金色 全网通（64GB）,Apple 苹果8 iPhone8 全网通版 4G智能手机 金色 全网通（64GB）,5499.0,中邮展鸿手机专营店,23482769157,http://item.jd.com/23482769157.html
,,Apple 苹果6 iphone6 全网通 手机 金色 全网通（32GB）,Apple 苹果6 iphone6 全网通 手机 金色 全网通（32GB）,2299.0,中邮展鸿手机专营店,23486555426,http://item.jd.com/23486555426.html
玫瑰金,,Apple 苹果 iPhone 6s Plus 手机 玫瑰金 全网通(32GB),Apple 苹果 iPhone 6s Plus 手机 玫瑰金 全网通(32GB),3088.0,英普通讯手机专营店,27693947998,http://item.jd.com/27693947998.html
,,AppleiPhone XS Max,【换修无忧版】Apple iPhone XS Max (A2104) 256GB 金色 移动联通电信4G手机 双卡双待,11065.0,京东Apple产品专营店,100000458753,http://item.jd.com/100000458753.html
,,Apple组套商品,【原厂延保版】Apple iPhone 8 Plus 256GB 红色特别版 移动联通电信4G手机,8568.0,,7465906,http://item.jd.com/7465906.html
iphone7 plus,订制 24Kt 黑金,,全球购全球购  私人定制服务iphone尊享版奢华手机 私人订制 iphone7 plus 订制 24Kt 黑金,41900.0,GIT数码海外旗舰店,1990858461,https://item.jd.hk/1990858461.html
,,AppleiPhone XS Max,【换修无忧版】Apple iPhone XS Max (A2104) 64GB 深空灰色 移动联通电信4G手机 双卡双待,9665.0,京东Apple产品专营店,100000435818,http://item.jd.com/100000435818.html
金色,全网通 256GB,AppleiPhone 8 Plus,Apple 苹果 iPhone 8 Plus 手机 金色 全网通 256GB,7215.0,程楠手机专营店,21781548747,http://item.jd.com/21781548747.html
金色,64G,Apple iPhone 8 Plus 5.5英寸 (A1864) 全网通4G手机 金色 64G,Apple iPhone 8 Plus 5.5英寸 (A1864) 全网通4G手机 金色 64G,6630.0,Apple羽通专卖店,32456587140,http://item.jd.com/32456587140.html
iphone6SP 128G金色（5.5）,,,全球购Apple 全新 正品 苹果  iphone SE / 6/ 6Splus  全网通手机 iphone6SP 128G金色（5.5）,4059.0,佳运汇通生活家电专营店,26397897877,https://item.jd.hk/26397897877.html
土豪金,全网通 32GB 美版,,全球购Apple 苹果 iPhone6s 移动联通电信4G 智能手机 土豪金 全网通 32GB 美版,2799.0,CSL海外专营店,1994923870,https://item.jd.hk/1994923870.html
玫瑰金色,全网通128G,AppleiPhone6s Plus,Apple 苹果  iPhone 6s Plus 手机 玫瑰金色 全网通128G,4399.0,掌视界数码旗舰店,11630508474,http://item.jd.com/11630508474.html
黑色,苹果8 64G（4.7英寸）,,全球购Apple 全新 正品 苹果 iPhone7/7PLUS/6S PLUS/6/SE 黑色 苹果8 64G（4.7英寸）,5299.0,佳运汇通生活家电专营店,20058085699,https://item.jd.hk/20058085699.html
（4.7寸）6金色32G,,,全球购Apple 全新 正品 苹果 iPhone 6/苹果 6S PLUS/苹果SE/苹果 7 全网通手机 （4.7寸）6金色32G,2199.0,佳运汇通汽车用品海外专营店,20124757728,https://item.jd.hk/20124757728.html
金色,全网通128GB,Appleiphone7,Apple 苹果 iPhone7 手机 金色 全网通128GB,4999.0,中益德诚手机专营店,32325906809,http://item.jd.com/32325906809.html
黑色,全网通 128GB,Apple iPhone7 Plus,Apple 苹果 iPhone7 Plus 黑色 全网通 128GB,5999.0,银河信业专营店,30033957713,http://item.jd.com/30033957713.html
金色,美版5.5寸 128GB 全新未激活 全网通4G,,全球购苹果（Apple） iPhone 6/ 6 Plus 港版全新未激活 移动联通4G 苹果手机 金色 美版5.5寸 128GB 全新未激活 全网通4G,2999.0,华维斯生活馆全球购专营店,32920050961,https://item.jd.hk/32920050961.html
（5.8寸）X 银色 256G,,,全球购Apple 全新 正品 苹果 iPhone7 Plus/苹果 6SPlus/苹果X 手机 （5.8寸）X 银色 256G,8999.0,佳运汇通汽车用品海外专营店,22207426702,https://item.jd.hk/22207426702.html
金色,移动联通双4G(16GROM)标配,AppleiPhone5s,Apple 苹果  iPhone 5s 手机 金色 移动联通双4G(16GROM)标配,1168.0,佳沪手机旗舰店,10529513062,http://item.jd.com/10529513062.html
深空灰色,64G,Apple 苹果 iPhone X 全面屏手机 深空灰色 64G,Apple 苹果 iPhone X 全面屏手机 深空灰色 64G,7800.0,元厚手机专营店,19195040789,http://item.jd.com/19195040789.html
金色,256GB 全网通,Apple iPhone8 Plus,Apple 苹果 iPhone8 Plus 移动联通电信4G手机 金色 256GB 全网通,7699.0,北百手机旗舰店,16881294269,http://item.jd.com/16881294269.html
金色,全网通256G,AppleiPhone XS,Apple 苹果iPhone  XS手机 金色 全网通256G,10599.0,爱优创杰手机专营店,32965983631,http://item.jd.com/32965983631.html
金色,全网通64G,Apple 苹果XS  iPhone XS 手机 金色 全网通64G,Apple 苹果XS  iPhone XS 手机 金色 全网通64G,8299.0,世纪金联手机专营店,32908011370,http://item.jd.com/32908011370.html
（4.7寸）6金色32G,,,全球购Apple 全新 苹果 iPhone 6/苹果 6S PLUS/苹果SE/苹果 7 全网通手机 （4.7寸）6金色32G,2199.0,佳运汇通生活家电专营店,20336298225,https://item.jd.hk/20336298225.html
深空灰色,全网通 64GB,Appleiphone X,Apple 苹果iPhoneX 全面屏手机 深空灰色 全网通 64GB,7499.0,华耀瑞隆手机旗舰店,25597231832,http://item.jd.com/25597231832.html
,,AppleiPhone XS Max,【换修无忧版】Apple iPhone XS Max (A2104) 64GB 银色 移动联通电信4G手机 双卡双待,9665.0,京东Apple产品专营店,100000458739,http://item.jd.com/100000458739.html
金色,256GB,AppleiPhone XS,Apple 苹果 iPhone XS (A2100)  全网通 移动联通电信4G手机 金色 256GB,9999.0,五星电器3C官方旗舰店,33068780470,http://item.jd.com/33068780470.html
银色,,Apple 苹果 iPhone7 Plus 4G手机 银色 移动联通32G,Apple 苹果 iPhone7 Plus 4G手机 银色 移动联通32G,5368.0,三姆斯手机专营店,30462499172,http://item.jd.com/30462499172.html
黑色,全网通64G,Apple 苹果 iphone XR(A2108) 手机 双卡双待 黑色 全网通64G,Apple 苹果 iphone XR(A2108) 手机 双卡双待 黑色 全网通64G,7499.0,千瑞达手机旗舰店,32953430737,http://item.jd.com/32953430737.html
金色 全网通4G 32GB,,Apple苹果iPhone6,Apple 苹果 iPhone 6 4G智能手机 金色 全网通4G 32GB,2828.0,澳飞华宇手机专营店,27474477633,http://item.jd.com/27474477633.html
金色,64GB,AppleiPhone XS Max,Apple 苹果 iPhone XS Max (A2104) 全网通 移动联通电信4G手机 双卡双待 金色 64GB,9599.0,五星电器3C官方旗舰店,33068681864,http://item.jd.com/33068681864.html
金色,全网通 64GB,Apple 苹果 iPhone Xs 手机 金色 全网通 64GB,Apple 苹果 iPhone Xs 手机 金色 全网通 64GB,8999.0,福气多多通信专营店,33287080685,http://item.jd.com/33287080685.html
银色,全网通 256GB,AppleiPhone X,Apple 苹果 iPhone X 手机 银色 全网通 256GB,8535.0,程楠手机专营店,21776094895,http://item.jd.com/21776094895.html
深空灰,,Apple 苹果8 iPhone8 4G手机 深空灰 全网通64G,Apple 苹果8 iPhone8 4G手机 深空灰 全网通64G,5768.0,三姆斯手机专营店,30464234598,http://item.jd.com/30464234598.html
红色特别版,64GB,AppleiPhone 8 Plus,Apple 苹果8 plus iPhone8 Plus 移动联通电信4G手机 红色特别版 64GB,6099.0,中益德诚手机专营店,32286553479,http://item.jd.com/32286553479.html
红色特别版,256G 全网通,AppleiPhone 8,Apple 苹果8 iPhone 8 移动联通电信4G手机 红色特别版 256G 全网通,6699.0,北百手机旗舰店,27639187096,http://item.jd.com/27639187096.html
iPhoneXs Max【银色】6.5英寸 双卡,512G,,全球购Apple 苹果iPhone XS/iPhone XS Max 移动联通电信4G手机 iPhoneXs Max【银色】6.5英寸 双卡 512G,13999.0,T&T全球购专营店,33150626521,https://item.jd.hk/33150626521.html
移动 联通4G 黄色 港行,64GB,,全球购Apple 苹果 iPhone XR 新款智能手机 预售 移动 联通4G 黄色 港行 64GB,25000.0,D&L全球购专营店,33154613345,https://item.jd.hk/33154613345.html
,,AppleiPhone XS,【换修无忧版】Apple iPhone XS (A2100)  256GB 金色 移动联通电信4G手机,10165.0,京东Apple产品专营店,100000435836,http://item.jd.com/100000435836.html
金色,64GB,Apple 苹果iPhone Xs手机 金色 64GB,Apple 苹果iPhone Xs手机 金色 64GB,8999.0,融一手机专营店,32944206326,http://item.jd.com/32944206326.html
深空灰,澳版全网通256GB,,全球购APPLE苹果 iPhone X 苹果X 人脸识别 全面屏4G手机 深空灰 澳版全网通256GB,8188.0,臻云商手机全球购专营店,19816044544,https://item.jd.hk/19816044544.html
金色,256GB,Apple iPhone XS Max (A2104)  移动联通电信4G手机 双卡双待 金色 256GB,Apple iPhone XS Max (A2104)  移动联通电信4G手机 双卡双待 金色 256GB,10869.0,掌视界数码旗舰店,33102605993,http://item.jd.com/33102605993.html
金色,256GB,APPLE 苹果 iPhone XS (A2100)  移动联通电信4G手机 金色 256GB,APPLE 苹果 iPhone XS (A2100)  移动联通电信4G手机 金色 256GB,10399.0,丰赉易手机专营店,33263288447,http://item.jd.com/33263288447.html
金色,全网通32GB,AppleiPhone 7,Apple 苹果 iPhone7 金色 全网通32GB,3999.0,银河信业专营店,28796333408,http://item.jd.com/28796333408.html
银色,64GB,Apple苹果Xs Max,Apple 苹果 iPhone Xs Max 手机 全网通 银色 64GB,10599.0,誉广和手机旗舰店,32954228021,http://item.jd.com/32954228021.html
金色,64GB,Apple iPhone XS (A2100) 移动联通电信4G手机 金色 64GB,Apple iPhone XS (A2100) 移动联通电信4G手机 金色 64GB,8556.0,掌视界数码旗舰店,33103726785,http://item.jd.com/33103726785.html
粉色,日版7代4.7寸三网4G 256G,,全球购Apple APPLE 苹果 iPhone7【全新激活】日版 全网通4G 苹果智能手机 粉色 日版7代4.7寸三网4G 256G,3699.0,国英生活馆海外专营店,24355162431,https://item.jd.hk/24355162431.html
金色,64GB,Apple 苹果 iphone Xs Max手机 金色 64GB,Apple 苹果 iphone Xs Max手机 金色 64GB,10109.0,融一手机专营店,32944271018,http://item.jd.com/32944271018.html
银色,全网通版(A1865) 256GB,AppleApple iPhone X,Apple iphoneX 苹果X 高端礼品手机 银色 全网通版(A1865) 256GB,8688.0,臻云商手机专营店,30823472863,http://item.jd.com/30823472863.html
iphone X  256G深空灰,,,全球购Apple 苹果 iPhone SE/ iphone X  苹果X 手机 海外版 iphone X  256G深空灰,8999.0,佳运汇通汽车用品海外专营店,20802938846,https://item.jd.hk/20802938846.html
金色,全网通256G,AppleiPhone XS max,Apple iPhone Xs Max 全面屏手机 金色 全网通256G,10788.0,头号卖家旗舰店,33210524694,http://item.jd.com/33210524694.html
金色,64GB,APPLE Apple 苹果 iphone XS MAX 手机 金色 64GB,APPLE Apple 苹果 iphone XS MAX 手机 金色 64GB,9699.0,丰赉易手机专营店,33260210039,http://item.jd.com/33260210039.html
银色,iphoneX 64GB,,全球购APPLE 日本直邮 日版 无锁 iphoneX  64GB  258GB  苹果手机 银色 iphoneX 64GB,8428.0,海优网全球购专营店,21218190317,https://item.jd.hk/21218190317.html
银色,全网通 128GB,AppleiPhone7,Apple 苹果 iPhone 7 手机 银色 全网通 128GB,4795.0,程楠手机专营店,21795235041,http://item.jd.com/21795235041.html
iPhoneXS Max深灰色,64GB,,全球购Apple 苹果iphone XS Max手机港版移动联通智能4G手机 iPhoneXS Max深灰色 64GB,9499.0,壹思全球购专营店,33326192567,https://item.jd.hk/33326192567.html
金色,全网通 64G,AppleiPhone Xs,Apple 苹果 iPhone XS (A2100) 手机 金色 全网通 64G,8168.0,长远通信专营店,32950499589,http://item.jd.com/32950499589.html
iPhoneXS深灰色,256GB,,全球购Apple 苹果iphone XS手机港版移动联通智能4G手机 iPhoneXS深灰色 256GB,10088.0,壹思全球购专营店,33325262064,https://item.jd.hk/33325262064.html
金色,64G,,全球购Apple 苹果正品 iphone XS MAX 64G/256G/512G 港版 6.5英寸 现货 金色 64G,9899.0,佳运汇通汽车用品海外专营店,33371470485,https://item.jd.hk/33371470485.html
银色,全网通256G,AppleiPhone 8 Plus,Apple 苹果 iPhone8 Plus手机 银色 全网通256G,7349.0,爱优创杰手机专营店,15976607235,http://item.jd.com/15976607235.html
iPhone X 深灰色,64GB港版双网,,全球购Apple 苹果iPhone X / iPhone8 / iPhone8 Plus 苹果4G智能手机 iPhone X 深灰色 64GB港版双网,7228.0,大玩家海外专营店,1996775051,https://item.jd.hk/1996775051.html
深空灰色,全网通 港版256GB,,全球购Apple 新品iphone XS Max 双SIM卡双待手机 深空灰色 全网通 港版256GB,10999.0,臻云商手机全球购专营店,33210570826,https://item.jd.hk/33210570826.html
银色 256G【147862】现货,,AppleiPhone X,Apple iPhone X  移动联通电信 4G手机 全网通 可开专票 送壳膜 银色 256G【147862】现货,8599.0,顺电手机旗舰店,18558585314,http://item.jd.com/18558585314.html
金色,256G,Apple 苹果8 iphone8 手机 移动联通电信4G手机 金色 256G,Apple 苹果8 iphone8 手机 移动联通电信4G手机 金色 256G,5999.0,中恒国信手机旗舰店,16845696239,http://item.jd.com/16845696239.html
金色 移动联通电信4G手机 双卡双待,64GB,Apple iPhone XS Max,Apple iPhone XS Max (A2104) 金色 移动联通电信4G手机 双卡双待 64GB,9666.0,乐途手机专营店,32965697781,http://item.jd.com/32965697781.html
金色 移动联通电信4G手机,64GB,AppleiPhone XS (A2100) ,Apple iPhone XS (A2100) 金色 移动联通电信4G手机 64GB,8489.0,乐途手机专营店,32966880709,http://item.jd.com/32966880709.html
黑色,全网通 128GB,AppleiPhone 7,Apple iPhone 7 手机 黑色 全网通 128GB,4949.0,华耀瑞隆手机旗舰店,27209020366,http://item.jd.com/27209020366.html
深空灰,256GB,Apple iPhone 8  移动联通电信4G手机 深空灰 256GB,Apple iPhone 8  移动联通电信4G手机 深空灰 256GB,6188.0,华伟手机专营店,26462529207,http://item.jd.com/26462529207.html
深空灰色,64GB,Apple 苹果 iPhone XS Max (A2104) 手机 双卡双待 深空灰色 64GB,Apple 苹果 iPhone XS Max (A2104) 手机 双卡双待 深空灰色 64GB,9899.0,龙翔通讯手机专营店,33361576238,http://item.jd.com/33361576238.html
金色,128G,,全球购Apple 全新  正品 苹果 iPhone7 手机   苹果7 手机 金色 128G,5139.0,佳运汇通汽车用品海外专营店,20169698389,https://item.jd.hk/20169698389.html
红色特别版,澳版全网通 64GB,,全球购APPLE苹果 iphone 8  原封正品 全网通移动4G手机 红色特别版 澳版全网通 64GB,4688.0,臻云商手机全球购专营店,27535067694,https://item.jd.hk/27535067694.html
白色,64G美版激活,,全球购苹果（Apple） iPhoneX韩版/日版/美版全新激活4G智能手机 白色 64GB日版激活三网 白色 64G美版激活,6688.0,华维斯生活馆全球购专营店,26670554438,https://item.jd.hk/26670554438.html
金色,64GB美版三网,,全球购Apple 苹果 iPhone8Plus手机移动联通电信 美版4G智能手机 金色 64GB美版三网,5488.0,XINKE全球购专营店,25157786118,https://item.jd.hk/25157786118.html
iPhone8金色,256GB港版两网,,全球购Apple 苹果 iPhone8/8Plus/iPhoneX港版/美版4G手机 iPhone8金色 256GB港版两网,6288.0,乔信手机全球购专营店,32132133067,https://item.jd.hk/32132133067.html
7P 128G 红色 全网通,,,全球购Apple 全球购  GIT iPhone系列手机大清仓 7P 128G 红色 全网通 店铺一年保修,6299.0,GIT数码海外旗舰店,1963265140,https://item.jd.hk/1963265140.html
深空灰    iPhone X 256GB 港版,,,全球购Apple 苹果 iPhone6/6P/6sP/7/7Plus/8/X移动联通4G手机 深空灰    iPhone X 256GB 港版,9898.0,千汇海外专营店,31724497791,https://item.jd.hk/31724497791.html
金色,64G,,全球购Apple 苹果 iPhone 8 Plus  海外版 移动联通电信4G手机 金色 64G,6499.0,佳运汇通汽车用品海外专营店,30270785830,https://item.jd.hk/30270785830.html
iPhone8Plus金色,256GB港版,,全球购Apple iPhone8/8 Plus/iPhone X 苹果X港版/美版 手机 移动联通 iPhone8Plus金色 256GB港版,7438.0,鸿鑫全球购专营店,27183783220,https://item.jd.hk/27183783220.html
红色特别版 港版,256GB,,全球购Apple 全球购 苹果（apple） iPhone8 Plus 红色特别版 港版 256GB,8888.0,GIT数码海外旗舰店,27186169936,https://item.jd.hk/27186169936.html
iPhone X 深空灰色,64GB,,全球购Apple 全新 正品 苹果 iPhone X/苹果 X 手机 港版 日版 澳版 美版 iPhone X 深空灰色 64GB,7799.0,佳运汇通汽车用品海外专营店,22205470660,https://item.jd.hk/22205470660.html
金色,256GB《移动联通两网》,,全球购Apple 苹果iPhone8 Plus全新原装正品未激活 4G智能手机 金色 256GB《移动联通两网》,7928.0,鸿鑫全球购专营店,27182774674,https://item.jd.hk/27182774674.html
iPhone 8 银色,256G,,全球购Apple 全新 正品 澳版 港版 日版 美 苹果 iPhonex/8Plus手机  苹果 X 手机 iPhone 8 银色 256G,6699.0,佳运汇通汽车用品海外专营店,22205473383,https://item.jd.hk/22205473383.html
金色,港版128G,,全球购Apple 苹果 iPhone7 移动联通全网通4G智能手机 金色 港版128G,6000.0,东方尚品海外专营店,21581072494,https://item.jd.hk/21581072494.html
,,AppleiPhone XS Max,【换修无忧版】Apple iPhone XS Max (A2104) 512GB 金色 移动联通电信4G手机 双卡双待,12865.0,京东Apple产品专营店,100000435832,http://item.jd.com/100000435832.html
,,,全球购Apple   全新 正品 苹果 iphone 5s 苹果5S 手机  移动联通 4G手机 iPhone 5S  16G 土豪金,1688.0,佳运汇通生活家电专营店,20807399768,https://item.jd.hk/20807399768.html
金色,全网通256GB,AppleiPhone Xs Max,Apple 苹果 iPhone Xs Max 全网通移动联通电信4G手机 双卡双待 金色 全网通256GB,10899.0,华冉数码旗舰店,33022965495,http://item.jd.com/33022965495.html
金色,64GB,ApplePhone 8,Apple 苹果 iPhone 8 (A1863) 移动联通电信4G 全网通手机 金色 64GB,5269.0,乐途手机专营店,27622404745,http://item.jd.com/27622404745.html
